Rank,Country,Active Cases,Deaths,Recovered Patients,Date
37,Egypt,19666,816,5205,2020-05-28
38,Romania,18791,1229,12629,2020-05-28
39,Israel,16809,281,14602,2020-05-28
40,Japan,16696,869,13973,2020-05-28
41,Austria,16514,645,15228,2020-05-28
42,Dominican Republic,15723,474,8790,2020-05-28
43,Philippines,15558,921,3598,2020-05-28
44,Argentina,13920,500,4336,2020-05-28
45,Afghanistan,12456,227,1138,2020-05-28
46,Panama,11728,315,7379,2020-05-28
47,Denmark,11480,565,10106,2020-05-28
48,Serbia,11275,240,6277,2020-05-28
49,South Korea,11344,269,10340,2020-05-28
50,Bahrain,9692,15,5152,2020-05-28
51,Kazakhstan,9576,37,4827,2020-05-28
52,Czech Republic,9103,317,6377,2020-05-28
53,Oman,9009,40,2177,2020-05-28
54,Algeria,8997,630,5277,2020-05-28
55,Nigeria,8733,254,2501,2020-05-28
56,Norway,8401,236,7727,2020-05-28
57,Armenia,8216,113,3287,2020-05-28
58,Bolivia,7768,280,689,2020-05-28
59,Moldova,7725,282,4123,2020-05-28
60,Morocco,7636,202,5109,2020-05-28
61,Malaysia,7629,115,6169,2020-05-28
62,Ghana,7303,34,2412,2020-05-28
63,Australia,7137,103,6553,2020-05-28
64,Finland,6743,313,5500,2020-05-28
65,Cameroon,5436,165,1865,2020-05-28
66,Iraq,5135,175,2904,2020-05-28
67,Honduras,4640,194,506,2020-05-28
68,Azerbaijan,4568,54,2897,2020-05-28
69,Sudan,4346,195,749,2020-05-28
70,Guatemala,4145,68,493,2020-05-28
71,Luxembourg,4001,110,3791,2020-05-28
72,Hungary,3816,509,1996,2020-05-28
73,Puerto Rico,3486,131,850,2020-05-28
74,Tajikistan,3424,47,1575,2020-05-28
75,Uzbekistan,3396,14,2668,2020-05-28
76,Guinea,3275,20,1673,2020-05-28
77,Senegal,3253,39,1586,2020-05-28
78,Thailand,3065,57,2945,2020-05-28
79,Greece,2903,173,1374,2020-05-28
80,Djibouti,2697,18,1185,2020-05-28
81,DR Congo,2659,69,381,2020-05-28
82,Ivory Coast,2556,31,1302,2020-05-28
83,Bulgaria,2477,134,965,2020-05-28
84,Bosnia & Herzegovina,2462,153,1781,2020-05-28
85,Gabon,2319,14,631,2020-05-28
86,Croatia,2244,101,2047,2020-05-28
87,El Salvador,2194,39,1002,2020-05-28
88,North Macedonia,2077,121,1486,2020-05-28
89,Cuba,1974,82,1724,2020-05-28
90,Estonia,1851,66,1574,2020-05-28
91,Iceland,1805,10,1792,2020-05-28
92,Somalia,1731,67,265,2020-05-28
93,Lithuania,1656,68,1193,2020-05-28
94,Kyrgyzstan,1594,16,1066,2020-05-28
95,Slovakia,1520,28,1332,2020-05-28
96,Slovenia,1471,108,1354,2020-05-28
97,Kenya,1618,58,421,2020-05-28
98,Maldives,1457,5,197,2020-05-28
99,Sri Lanka,1469,10,732,2020-05-28
100,Haiti,1320,34,22,2020-05-28
101,Venezuela,1245,11,302,2020-05-28
102,Guinea-Bissau,1195,7,42,2020-05-28
103,Lebanon,1161,26,692,2020-05-28
104,New Zealand,1154,22,1474,2020-05-28
105,Mali,1116,70,632,2020-05-28
106,USS ,1102,1,53,2020-05-28
107,Charles de Gaulle,1081,0,0,2020-05-28
108,Albania,1076,33,823,2020-05-28
109,Hong Kong,1067,4,1034,2020-05-28
110,Latvia,1061,24,741,2020-05-28
111,Zambia,1057,7,779,2020-05-28
112,Tunisia,1051,48,929,2020-05-28
113,Kosovo,1048,30,801,2020-05-28
114,Equatorial Guinea,1043,12,165,2020-05-28
115,South Sudan,994,10,6,2020-05-28
116,Costa Rica,984,10,639,2020-05-28
117,Niger,952,63,796,2020-05-28
118,Cyprus,939,17,594,2020-05-28
119,Nepal,886,4,183,2020-05-28
120,Paraguay,884,11,392,2020-05-28
121,Burkina Faso,845,53,672,2020-05-28
122,Uruguay,803,22,650,2020-05-28
123,Sierra Leone,782,45,297,2020-05-28
124,Andorra,763,51,676,2020-05-28
125,Nicaragua,759,35,370,2020-05-28
126,Georgia,735,12,557,2020-05-28
127,Ethiopia,731,6,181,2020-05-28
128,Jordan,720,9,586,2020-05-28
129,Chad,715,64,359,2020-05-28
130,Diamond Princess,712,14,653,2020-05-28
131,Central African Republic,702,1,23,2020-05-28
132,San Marino,667,42,294,2020-05-28
133,Madagascar,612,2,151,2020-05-28
134,Malta,612,7,491,2020-05-28
135,Congo,571,19,161,2020-05-28
136,Jamaica,564,9,267,2020-05-28
137,Tanzania,509,21,183,2020-05-28
138,São Tomé & Príncipe,443,12,68,2020-05-28
139,Taiwan,441,7,416,2020-05-28
140,Donetsk PR,435,14,108,2020-05-28
141,Palestine,434,3,365,2020-05-28
142,Togo,395,13,183,2020-05-28
143,Cape Verde,390,4,155,2020-05-28
144,Luhansk PR,384,6,184,2020-05-28
145,Rwanda,346,0,245,2020-05-28
146,Isle of Man,336,24,306,2020-05-28
147,Mauritius,334,10,322,2020-05-28
148,Vietnam,327,0,272,2020-05-28
149,Montenegro,324,9,315,2020-05-28
150,Jersey,308,29,284,2020-05-28
151,Mauritania,292,16,15,2020-05-28
152,Uganda,281,0,69,2020-05-28
153,Eswatini,272,2,168,2020-05-28
154,Liberia,266,27,144,2020-05-28
155,Yemen,255,53,10,2020-05-28
156,Guernsey,252,13,237,2020-05-28
157,Mozambique,227,1,71,2020-05-28
158,Somaliland,217,17,21,2020-05-28
159,Benin,210,3,134,2020-05-28
160,Myanmar,206,6,124,2020-05-28
161,Faroe Islands,187,0,187,2020-05-28
162,Guam,171,5,143,2020-05-28
163,Gibraltar,157,0,147,2020-05-28
164,<i>Costa Atlantica</i>,148,0,0,2020-05-28
165,Mongolia,148,0,43,2020-05-28
166,Brunei,141,1,137,2020-05-28
167,Cayman Islands,140,1,67,2020-05-28
168,Bermuda,139,9,91,2020-05-28
169,Guyana,139,11,62,2020-05-28
170,Zimbabwe,132,4,25,2020-05-28
171,<i>Greg Mortimer</i>,128,1,,2020-05-28
172,Cambodia,124,0,122,2020-05-28
173,Syria,121,4,41,2020-05-28
174,Trinidad & Tobago,116,8,108,2020-05-28
175,Northern Cyprus,108,4,104,2020-05-28
176,Aruba,101,3,97,2020-05-28
177,Malawi,101,4,37,2020-05-28
178,Bahamas,100,11,46,2020-05-28
179,Libya,99,4,40,2020-05-28
180,Monaco,98,4,90,2020-05-28
181,Barbados,92,7,71,2020-05-28
182,Comoros,87,1,21,2020-05-28
183,Liechtenstein,82,1,55,2020-05-28
184,Sint Maarten,77,15,60,2020-05-28
185,Angola,73,4,18,2020-05-28
186,U.S. Virgin Islands,69,6,61,2020-05-28
187,French Polynesia,60,0,60,2020-05-28
188,Macau,45,0,45,2020-05-28
189,Burundi,42,1,20,2020-05-28
190,Eritrea,39,0,39,2020-05-28
191,Artsakh,38,0,25,2020-05-28
192,South Ossetia,36,0,28,2020-05-28
193,Botswana,35,1,20,2020-05-28
194,Abkhazia,28,1,15,2020-05-28
195,Bhutan,28,0,6,2020-05-28
196,The Gambia,25,1,13,2020-05-28
197,Antigua & Barbuda,24,3,19,2020-05-28
198,East Timor,24,0,24,2020-05-28
199,Grenada,23,0,18,2020-05-28
200,Namibia,22,0,14,2020-05-28
201,Northern Mariana Islands ,22,2,13,2020-05-28
202,Laos,19,0,14,2020-05-28
203,Belize,18,2,16,2020-05-28
204,Curaçao,18,1,14,2020-05-28
205,Fiji,18,0,15,2020-05-28
206,New Caledonia,18,0,18,2020-05-28
207,Saint Lucia,18,0,18,2020-05-28
208,Saint Vincent,18,0,14,2020-05-28
209,Dominica,16,0,16,2020-05-28
210,Saint Kitts & Nevis,15,0,15,2020-05-28
211,Falkland Islands,13,0,13,2020-05-28
212,Greenland,13,0,11,2020-05-28
213,MS ,13,4,,2020-05-28
214,Coral Princess,12,2,,2020-05-28
215,Suriname,12,1,9,2020-05-28
216,Turks & Caicos Islands,12,1,10,2020-05-28
217,Vatican City,12,0,2,2020-05-28
218,Montserrat,11,1,10,2020-05-28
219,Seychelles,11,0,11,2020-05-28
220,British Virgin Islands,8,1,6,2020-05-28
221,HNLMS ,8,0,,2020-05-28
222,Papua New Guinea,8,0,8,2020-05-28
223,Anguilla,3,0,3,2020-05-28
224,Saba,3,0,3,2020-05-28
225,Bonaire,2,0,2,2020-05-28
226,Lesotho,2,0,0,2020-05-28
227,Sint Eustatius,2,0,2,2020-05-28
228,Saint Pierre & Miquelon,1,0,1,2020-05-28
1,United States,1757778,102943,378629,2020-05-29
2,Brazil,441315,26788,195473,2020-05-29
3,Russia,387623,4374,159257,2020-05-29
4,United Kingdom,269127,37837,,2020-05-29
5,Spain,237906,27119,150376,2020-05-29
6,Italy,231732,33142,150604,2020-05-29
7,Germany,182445,8570,162714,2020-05-29
8,India,165799,4706,71106,2020-05-29
9,Turkey,160979,4461,124369,2020-05-29
10,France,149071,28662,67191,2020-05-29
11,Iran,143849,7627,112988,2020-05-29
12,Peru,141779,4099,59442,2020-05-29
13,Canada,88512,6877,46840,2020-05-29
14,Chile,86943,890,36150,2020-05-29
15,China,82995,4634,78291,2020-05-29
16,Mexico,81400,9044,56638,2020-05-29
17,Saudi Arabia,80185,441,54553,2020-05-29
18,Pakistan,64028,1317,22305,2020-05-29
19,Belgium,58061,9430,15682,2020-05-29
20,Qatar,52907,36,20604,2020-05-29
21,Netherlands,46126,5931,,2020-05-29
22,Bangladesh,42844,582,9015,2020-05-29
23,Belarus,40764,224,17390,2020-05-29
24,Ecuador,38471,3313,18425,2020-05-29
25,Sweden,36476,4350,4971,2020-05-29
26,Singapore,33249,23,18294,2020-05-29
27,United Arab Emirates,32532,258,16685,2020-05-29
28,Portugal,31596,1369,18637,2020-05-29
29,Switzerland,30796,1655,28300,2020-05-29
30,South Africa,27403,577,14370,2020-05-29
31,Colombia,25366,822,6665,2020-05-29
32,Indonesia,25216,1520,6492,2020-05-29
33,Ireland,24841,1639,22089,2020-05-29
34,Kuwait,24112,185,9273,2020-05-29
35,Poland,22964,1043,10692,2020-05-29
36,Ukraine,22811,679,8934,2020-05-29
37,Egypt,20793,845,5359,2020-05-29
38,Romania,18982,1240,12829,2020-05-29
39,Israel,16887,284,14727,2020-05-29
40,Japan,16759,882,14147,2020-05-29
41,Austria,16562,668,15286,2020-05-29
42,Dominican Republic,16068,485,8952,2020-05-29
43,Philippines,15588,921,3598,2020-05-29
44,Argentina,14689,508,4604,2020-05-29
45,Afghanistan,13036,235,1209,2020-05-29
46,Panama,12131,320,7379,2020-05-29
47,Denmark,11512,568,10180,2020-05-29
48,South Korea,11402,269,10363,2020-05-29
49,Serbia,11300,241,6438,2020-05-29
50,Bahrain,10052,15,5419,2020-05-29
51,Kazakhstan,9932,37,5011,2020-05-29
52,Oman,9820,40,2396,2020-05-29
53,Czech Republic,9143,319,6464,2020-05-29
54,Algeria,8997,630,5277,2020-05-29
55,Nigeria,8915,259,2592,2020-05-29
56,Armenia,8676,120,3297,2020-05-29
57,Norway,8411,236,7727,2020-05-29
58,Bolivia,8387,293,738,2020-05-29
59,Malaysia,7732,115,6235,2020-05-29
60,Moldova,7725,282,4123,2020-05-29
61,Morocco,7697,202,5223,2020-05-29
62,Ghana,7303,34,2412,2020-05-29
63,Australia,7155,103,6580,2020-05-29
64,Finland,6776,314,5500,2020-05-29
65,Iraq,5457,179,2971,2020-05-29
66,Cameroon,5436,165,1865,2020-05-29
67,Azerbaijan,4759,56,3022,2020-05-29
68,Honduras,4752,196,519,2020-05-29
69,Guatemala,4348,80,565,2020-05-29
70,Sudan,4346,195,749,2020-05-29
71,Luxembourg,4008,110,3803,2020-05-29
72,Hungary,3841,517,2024,2020-05-29
73,Puerto Rico,3647,132,850,2020-05-29
74,Tajikistan,3563,47,1674,2020-05-29
75,Guinea,3553,22,1950,2020-05-29
76,Uzbekistan,3463,14,2694,2020-05-29
77,Senegal,3348,39,1686,2020-05-29
78,Thailand,3065,57,2945,2020-05-29
79,Djibouti,2914,20,1241,2020-05-29
80,Greece,2906,175,1374,2020-05-29
81,DR Congo,2832,69,400,2020-05-29
82,Ivory Coast,2641,32,1326,2020-05-29
83,Bosnia & Herzegovina,2485,153,1803,2020-05-29
84,Bulgaria,2485,136,1016,2020-05-29
85,Gabon,2431,14,668,2020-05-29
86,El Salvador,2278,42,1015,2020-05-29
87,Croatia,2245,102,2051,2020-05-29
88,North Macedonia,2129,126,1516,2020-05-29
89,Cuba,1983,82,1734,2020-05-29
90,Estonia,1859,67,1610,2020-05-29
91,Somalia,1828,72,310,2020-05-29
92,Iceland,1805,10,1792,2020-05-29
93,Lithuania,1662,68,1216,2020-05-29
94,Kyrgyzstan,1662,16,1088,2020-05-29
95,Kenya,1745,62,438,2020-05-29
96,Sri Lanka,1530,10,745,2020-05-29
97,Slovakia,1520,28,1338,2020-05-29
98,Maldives,1513,5,197,2020-05-29
99,Slovenia,1473,108,1356,2020-05-29
100,Haiti,1443,35,22,2020-05-29
101,Venezuela,1327,11,302,2020-05-29
102,Guinea-Bissau,1195,7,42,2020-05-29
103,Mali,1194,72,652,2020-05-29
104,Lebanon,1168,26,699,2020-05-29
105,New Zealand,1154,22,1131,2020-05-29
106,USS ,1102,1,53,2020-05-29
107,Albania,1099,33,851,2020-05-29
108,Charles de Gaulle,1081,0,0,2020-05-29
109,Tunisia,1068,48,938,2020-05-29
110,Hong Kong,1067,4,1034,2020-05-29
111,Latvia,1064,24,745,2020-05-29
112,Zambia,1057,7,779,2020-05-29
113,Kosovo,1048,30,801,2020-05-29
114,Equatorial Guinea,1043,12,165,2020-05-29
115,Nepal,1042,5,187,2020-05-29
116,Costa Rica,1000,10,646,2020-05-29
117,South Sudan,994,10,6,2020-05-29
118,Niger,955,64,803,2020-05-29
119,Cyprus,941,17,784,2020-05-29
120,Paraguay,900,11,402,2020-05-29
121,Burkina Faso,847,53,719,2020-05-29
122,Ethiopia,831,7,191,2020-05-29
123,Sierra Leone,829,45,386,2020-05-29
124,Uruguay,811,22,654,2020-05-29
125,Andorra,763,51,681,2020-05-29
126,Nicaragua,759,35,370,2020-05-29
127,Central African Republic,755,1,23,2020-05-29
128,Georgia,746,12,576,2020-05-29
129,Jordan,728,9,597,2020-05-29
130,Chad,726,65,413,2020-05-29
131,Diamond Princess,712,14,653,2020-05-29
132,San Marino,670,42,322,2020-05-29
133,Madagascar,656,2,154,2020-05-29
134,Malta,616,7,501,2020-05-29
135,Congo,571,19,161,2020-05-29
136,Jamaica,569,9,279,2020-05-29
137,Tanzania,509,21,183,2020-05-29
138,Donetsk PR,469,15,111,2020-05-29
139,São Tomé & Príncipe,458,12,68,2020-05-29
140,Palestine,446,3,368,2020-05-29
141,Taiwan,442,7,420,2020-05-29
142,Togo,422,13,197,2020-05-29
143,Luhansk PR,393,6,274,2020-05-29
144,Cape Verde,390,4,155,2020-05-29
145,Rwanda,349,0,245,2020-05-29
146,Mauritania,346,19,15,2020-05-29
147,Isle of Man,336,24,306,2020-05-29
148,Mauritius,334,10,322,2020-05-29
149,Vietnam,327,0,272,2020-05-29
150,Montenegro,324,9,315,2020-05-29
151,Uganda,317,0,69,2020-05-29
152,Jersey,308,29,287,2020-05-29
153,Eswatini,279,2,168,2020-05-29
154,Yemen,278,57,11,2020-05-29
155,Liberia,269,27,144,2020-05-29
156,Guernsey,252,13,237,2020-05-29
157,Mozambique,233,2,82,2020-05-29
158,Somaliland,217,17,21,2020-05-29
159,Benin,210,3,134,2020-05-29
160,Myanmar,206,6,124,2020-05-29
161,Malawi,203,4,42,2020-05-29
162,Faroe Islands,187,0,187,2020-05-29
163,Guam,171,5,143,2020-05-29
164,Mongolia,161,0,43,2020-05-29
165,Gibraltar,157,0,147,2020-05-29
166,Guyana,150,11,67,2020-05-29
167,Zimbabwe,149,4,28,2020-05-29
168,<i>Costa Atlantica</i>,148,0,0,2020-05-29
169,Brunei,141,1,137,2020-05-29
170,Bermuda,140,9,92,2020-05-29
171,Cayman Islands,140,1,67,2020-05-29
172,<i>Greg Mortimer</i>,128,1,,2020-05-29
173,Cambodia,124,0,122,2020-05-29
174,Syria,122,4,43,2020-05-29
175,Trinidad & Tobago,116,8,108,2020-05-29
176,Northern Cyprus,108,4,104,2020-05-29
177,Libya,105,5,40,2020-05-29
178,Aruba,101,3,97,2020-05-29
179,Bahamas,100,11,46,2020-05-29
180,Monaco,98,4,90,2020-05-29
181,Barbados,92,7,71,2020-05-29
182,Comoros,87,1,21,2020-05-29
183,Liechtenstein,82,1,55,2020-05-29
184,Sint Maarten,77,15,60,2020-05-29
185,Angola,77,4,18,2020-05-29
186,U.S. Virgin Islands,69,6,61,2020-05-29
187,French Polynesia,60,0,60,2020-05-29
188,Macau,45,0,45,2020-05-29
189,Burundi,42,1,20,2020-05-29
190,Eritrea,39,0,39,2020-05-29
191,Artsakh,38,0,25,2020-05-29
192,South Ossetia,36,0,28,2020-05-29
193,Botswana,35,1,20,2020-05-29
194,Bhutan,31,0,6,2020-05-29
195,Abkhazia,28,1,15,2020-05-29
196,Saint Vincent,25,0,14,2020-05-29
197,The Gambia,25,1,13,2020-05-29
198,Antigua & Barbuda,24,3,19,2020-05-29
199,East Timor,24,0,24,2020-05-29
200,Grenada,23,0,18,2020-05-29
201,Namibia,23,0,14,2020-05-29
202,Northern Mariana Islands ,22,2,13,2020-05-29
203,Curaçao,19,1,14,2020-05-29
204,Laos,19,0,14,2020-05-29
205,Belize,18,2,16,2020-05-29
206,Fiji,18,0,15,2020-05-29
207,New Caledonia,18,0,18,2020-05-29
208,Saint Lucia,18,0,18,2020-05-29
209,Dominica,16,0,16,2020-05-29
210,Saint Kitts & Nevis,15,0,15,2020-05-29
211,Falkland Islands,13,0,13,2020-05-29
212,Greenland,13,0,11,2020-05-29
213,MS ,13,4,,2020-05-29
214,Coral Princess,12,2,,2020-05-29
215,Suriname,12,1,9,2020-05-29
216,Turks & Caicos Islands,12,1,10,2020-05-29
217,Vatican City,12,0,2,2020-05-29
218,Montserrat,11,1,10,2020-05-29
219,Seychelles,11,0,11,2020-05-29
220,British Virgin Islands,8,1,6,2020-05-29
221,HNLMS ,8,0,,2020-05-29
222,Papua New Guinea,8,0,8,2020-05-29
223,Anguilla,3,0,3,2020-05-29
224,Saba,3,0,3,2020-05-29
225,Bonaire,2,0,2,2020-05-29
226,Lesotho,2,0,0,2020-05-29
227,Sint Eustatius,2,0,2,2020-05-29
228,Saint Pierre & Miquelon,1,0,1,2020-05-29
1,United States,1809007,105246,390619,2020-05-31
2,Brazil,499966,28849,200892,2020-05-31
3,Russia,405843,4693,171883,2020-05-31
4,United Kingdom,274762,38489,,2020-05-31
5,Spain,239228,27125,150376,2020-05-31
6,Italy,232664,33340,155633,2020-05-31
7,Germany,183411,8602,165226,2020-05-31
8,India,182143,5164,86984,2020-05-31
9,Turkey,163103,4515,126984,2020-05-31
10,Peru,155671,4371,66447,2020-05-31
11,France,151496,28771,68268,2020-05-31
12,Iran,151466,7797,118848,2020-05-31
13,Chile,94858,997,40431,2020-05-31
14,Canada,90516,7092,48560,2020-05-31
15,Mexico,87512,9779,61871,2020-05-31
16,Saudi Arabia,85261,503,62442,2020-05-31
17,China,83001,4634,78304,2020-05-31
18,Pakistan,70868,1519,25271,2020-05-31
19,Belgium,58381,9467,15887,2020-05-31
20,Qatar,56910,38,30290,2020-05-31
21,Bangladesh,47153,650,9781,2020-05-31
22,Netherlands,46442,5956,,2020-05-31
23,Belarus,42556,235,18514,2020-05-31
24,Ecuador,38571,3334,3850,2020-05-31
25,Sweden,37542,4395,4971,2020-05-31
26,Singapore,34884,23,21699,2020-05-31
27,United Arab Emirates,33896,262,17546,2020-05-31
28,Portugal,32203,1396,19186,2020-05-31
29,South Africa,30967,643,16116,2020-05-31
30,Switzerland,30862,1657,28400,2020-05-31
31,Colombia,28236,890,7121,2020-05-31
32,Kuwait,27043,212,11386,2020-05-31
33,Indonesia,26473,1613,7308,2020-05-31
34,Ireland,24929,1651,22089,2020-05-31
35,Poland,23686,1064,11271,2020-05-31
36,Ukraine,23672,708,9538,2020-05-31
37,Egypt,23449,913,5693,2020-05-31
38,Romania,19257,1262,13256,2020-05-31
39,Philippines,18086,957,3909,2020-05-31
40,Israel,17024,284,14812,2020-05-31
41,Dominican Republic,16908,498,9557,2020-05-31
42,Japan,16804,886,14406,2020-05-31
43,Austria,16731,668,15593,2020-05-31
44,Argentina,16201,528,4775,2020-05-31
45,Afghanistan,15205,257,1328,2020-05-31
46,Panama,13018,330,9414,2020-05-31
47,Denmark,11633,571,10327,2020-05-31
48,South Korea,11468,270,10405,2020-05-31
49,Oman,11437,46,2400,2020-05-31
50,Serbia,11381,242,6606,2020-05-31
51,Kazakhstan,10858,40,5220,2020-05-31
52,Bahrain,10793,18,5826,2020-05-31
53,Nigeria,9855,273,2856,2020-05-31
54,Bolivia,9592,310,889,2020-05-31
55,Armenia,9282,131,3386,2020-05-31
56,Algeria,9267,646,5549,2020-05-31
57,Czech Republic,9233,319,6546,2020-05-31
58,Norway,8437,236,7727,2020-05-31
59,Moldova,8251,295,4581,2020-05-31
60,Ghana,7881,36,2841,2020-05-31
61,Malaysia,7819,115,6353,2020-05-31
62,Morocco,7783,204,5412,2020-05-31
63,Australia,7193,103,6614,2020-05-31
64,Finland,6859,320,5500,2020-05-31
65,Iraq,6179,195,3110,2020-05-31
66,Cameroon,5904,191,3568,2020-05-31
67,Azerbaijan,5494,63,3428,2020-05-31
68,Honduras,5094,201,536,2020-05-31
69,Sudan,4800,262,1272,2020-05-31
70,Guatemala,4739,102,706,2020-05-31
71,Luxembourg,4016,110,3815,2020-05-31
72,Hungary,3876,526,2147,2020-05-31
73,Tajikistan,3807,47,1865,2020-05-31
74,Puerto Rico,3776,136,850,2020-05-31
75,Guinea,3706,23,2030,2020-05-31
76,Senegal,3535,41,1761,2020-05-31
77,Uzbekistan,3554,14,2783,2020-05-31
78,Djibouti,3194,22,1286,2020-05-31
79,Thailand,3081,57,2963,2020-05-31
80,DR Congo,3046,72,448,2020-05-31
81,Greece,2915,175,1374,2020-05-31
82,Ivory Coast,2799,33,1385,2020-05-31
83,Gabon,2655,17,722,2020-05-31
84,El Salvador,2517,46,1040,2020-05-31
85,Bosnia & Herzegovina,2510,153,1862,2020-05-31
86,Bulgaria,2453,140,1074,2020-05-31
87,Croatia,2246,103,2063,2020-05-31
88,North Macedonia,2226,133,1552,2020-05-31
89,Cuba,2025,83,1795,2020-05-31
90,Somalia,1916,73,327,2020-05-31
91,Kenya,1888,63,464,2020-05-31
92,Estonia,1869,68,1624,2020-05-31
93,Haiti,1865,41,24,2020-05-31
94,Iceland,1806,10,1794,2020-05-31
95,Kyrgyzstan,1748,16,1170,2020-05-31
96,Lithuania,1675,70,1236,2020-05-31
97,Maldives,1672,5,393,2020-05-31
98,Sri Lanka,1620,10,801,2020-05-31
99,Nepal,1572,8,220,2020-05-31
100,Slovakia,1521,28,1366,2020-05-31
101,Slovenia,1473,108,1357,2020-05-31
102,Venezuela,1459,14,302,2020-05-31
103,Equatorial Guinea,1306,12,200,2020-05-31
104,Guinea-Bissau,1256,8,42,2020-05-31
105,Mali,1250,76,696,2020-05-31
106,Lebanon,1191,26,708,2020-05-31
107,Ethiopia,1172,11,209,2020-05-31
108,New Zealand,1154,22,1131,2020-05-31
109,Albania,1137,33,872,2020-05-31
110,USS ,1102,1,53,2020-05-31
111,Hong Kong,1083,4,1036,2020-05-31
112,Charles de Gaulle,1081,0,0,2020-05-31
113,Tunisia,1076,48,950,2020-05-31
114,Latvia,1065,24,745,2020-05-31
115,Kosovo,1064,30,829,2020-05-31
116,Zambia,1057,7,779,2020-05-31
117,Costa Rica,1047,10,658,2020-05-31
118,South Sudan,994,10,6,2020-05-31
119,Paraguay,964,11,466,2020-05-31
120,Central African Republic,962,1,23,2020-05-31
121,Niger,956,64,818,2020-05-31
122,Cyprus,944,17,790,2020-05-31
123,Sierra Leone,861,46,454,2020-05-31
124,Burkina Faso,847,53,719,2020-05-31
125,Uruguay,821,22,682,2020-05-31
126,Georgia,783,12,605,2020-05-31
127,Andorra,764,51,692,2020-05-31
128,Chad,759,65,470,2020-05-31
129,Nicaragua,759,35,370,2020-05-31
130,Madagascar,758,6,165,2020-05-31
131,Jordan,734,9,507,2020-05-31
132,Diamond Princess,712,14,653,2020-05-31
133,San Marino,671,42,344,2020-05-31
134,Malta,618,9,525,2020-05-31
135,Jamaica,581,9,290,2020-05-31
136,Congo,571,19,161,2020-05-31
137,Donetsk PR,539,18,134,2020-05-31
138,Tanzania,509,21,183,2020-05-31
139,Mauritania,483,21,26,2020-05-31
140,São Tomé & Príncipe,479,12,68,2020-05-31
141,Palestine,448,3,368,2020-05-31
142,Taiwan,442,7,421,2020-05-31
143,Togo,433,13,206,2020-05-31
144,Cape Verde,421,4,167,2020-05-31
145,Uganda,413,0,72,2020-05-31
146,Luhansk PR,405,6,306,2020-05-31
147,Rwanda,359,1,250,2020-05-31
148,Isle of Man,336,24,309,2020-05-31
149,Mauritius,335,10,322,2020-05-31
150,Vietnam,328,0,279,2020-05-31
151,Montenegro,324,9,315,2020-05-31
152,Yemen,310,77,13,2020-05-31
153,Jersey,308,29,287,2020-05-31
154,Somaliland,286,19,33,2020-05-31
155,Eswatini,283,2,168,2020-05-31
156,Liberia,280,27,148,2020-05-31
157,Malawi,279,4,42,2020-05-31
158,Guernsey,252,13,238,2020-05-31
159,Mozambique,244,2,90,2020-05-31
160,Benin,224,3,136,2020-05-31
161,Myanmar,224,6,130,2020-05-31
162,Faroe Islands,187,0,187,2020-05-31
163,Mongolia,179,0,44,2020-05-31
164,Guam,172,5,143,2020-05-31
165,Gibraltar,169,0,149,2020-05-31
166,Zimbabwe,160,4,29,2020-05-31
167,Guyana,152,12,67,2020-05-31
168,<i>Costa Atlantica</i>,148,0,0,2020-05-31
169,Brunei,141,2,138,2020-05-31
170,Cayman Islands,141,1,68,2020-05-31
171,Bermuda,140,9,92,2020-05-31
172,<i>Greg Mortimer</i>,128,1,,2020-05-31
173,Cambodia,125,0,123,2020-05-31
174,Syria,122,4,43,2020-05-31
175,Libya,130,5,50,2020-05-31
176,Trinidad & Tobago,117,8,108,2020-05-31
177,Northern Cyprus,108,4,104,2020-05-31
178,Comoros,106,2,26,2020-05-31
179,Bahamas,102,11,48,2020-05-31
180,Aruba,101,3,98,2020-05-31
181,Monaco,99,4,90,2020-05-31
182,Barbados,92,7,76,2020-05-31
183,Angola,84,4,18,2020-05-31
184,Liechtenstein,82,1,55,2020-05-31
185,Sint Maarten,77,15,60,2020-05-31
186,U.S. Virgin Islands,69,6,61,2020-05-31
187,Burundi,63,1,33,2020-05-31
188,French Polynesia,60,0,60,2020-05-31
189,Macau,45,0,45,2020-05-31
190,Bhutan,43,0,6,2020-05-31
191,Artsakh,40,0,26,2020-05-31
192,Eritrea,39,0,39,2020-05-31
193,South Ossetia,37,0,30,2020-05-31
194,Botswana,35,1,20,2020-05-31
195,Abkhazia,28,1,15,2020-05-31
196,Saint Vincent,26,0,14,2020-05-31
197,The Gambia,25,1,20,2020-05-31
198,Antigua & Barbuda,24,3,19,2020-05-31
199,East Timor,24,0,24,2020-05-31
200,Namibia,24,0,14,2020-05-31
201,Grenada,23,0,18,2020-05-31
202,Northern Mariana Islands ,22,2,15,2020-05-31
203,Curaçao,19,1,14,2020-05-31
204,Laos,19,0,16,2020-05-31
205,Belize,18,2,16,2020-05-31
206,Fiji,18,0,15,2020-05-31
207,New Caledonia,18,0,18,2020-05-31
208,Saint Lucia,18,0,18,2020-05-31
209,Dominica,16,0,16,2020-05-31
210,Saint Kitts & Nevis,15,0,15,2020-05-31
211,Suriname,14,1,9,2020-05-31
212,Falkland Islands,13,0,13,2020-05-31
213,Greenland,13,0,11,2020-05-31
214,MS ,13,4,,2020-05-31
