Rank,Country,Active Cases,Deaths,Recovered Patients,Date
111,Albania,1232,34,925,2020-06-07
112,Kosovo,1194,31,884,2020-06-07
113,New Zealand,1154,22,1131,2020-06-07
114,Nicaragua,1118,46,370,2020-06-07
115,Hong Kong,1106,4,1048,2020-06-07
116,USS ,1102,1,53,2020-06-07
117,Paraguay,1090,11,532,2020-06-07
118,Zambia,1089,7,912,2020-06-07
119,Latvia,1088,25,781,2020-06-07
120,Tunisia,1087,49,977,2020-06-07
121,Charles de Gaulle,1081,0,0,2020-06-07
122,Madagascar,1026,8,212,2020-06-07
123,Niger,970,65,867,2020-06-07
124,Cyprus,960,18,807,2020-06-07
125,Mauritania,947,49,104,2020-06-07
126,Sierra Leone,946,48,600,2020-06-07
127,Burkina Faso,888,53,760,2020-06-07
128,Andorra,852,51,741,2020-06-07
129,Uruguay,845,23,726,2020-06-07
130,Chad,836,69,672,2020-06-07
131,Georgia,809,13,674,2020-06-07
132,Jordan,795,9,586,2020-06-07
133,Diamond Princess,712,14,653,2020-06-07
134,Congo,683,22,210,2020-06-07
135,San Marino,680,42,428,2020-06-07
136,Donetsk PR,672,25,167,2020-06-07
137,Malta,627,9,596,2020-06-07
138,Jamaica,596,10,404,2020-06-07
139,Uganda,593,0,82,2020-06-07
140,Cape Verde,546,5,240,2020-06-07
141,Tanzania,509,21,183,2020-06-07
142,São Tomé & Príncipe,499,12,68,2020-06-07
143,Togo,487,13,240,2020-06-07
144,Yemen,482,111,23,2020-06-07
145,Palestine,464,3,400,2020-06-07
146,Taiwan,443,7,429,2020-06-07
147,Rwanda,431,2,283,2020-06-07
148,Luhansk PR,429,9,357,2020-06-07
149,Somaliland,413,24,62,2020-06-07
150,Malawi,409,4,55,2020-06-07
151,Mozambique,409,2,126,2020-06-07
152,Liberia,345,30,185,2020-06-07
153,Mauritius,337,10,324,2020-06-07
154,Isle of Man,336,24,312,2020-06-07
155,Vietnam,329,0,307,2020-06-07
156,Montenegro,324,9,315,2020-06-07
157,Eswatini,322,3,224,2020-06-07
158,Jersey,311,30,290,2020-06-07
159,Zimbabwe,279,4,33,2020-06-07
160,Benin,261,3,151,2020-06-07
161,Libya,256,5,52,2020-06-07
162,Guernsey,252,13,238,2020-06-07
163,Myanmar,240,6,156,2020-06-07
164,Mongolia,193,0,71,2020-06-07
165,Faroe Islands,187,0,187,2020-06-07
166,Guam,179,5,162,2020-06-07
167,Gibraltar,175,0,155,2020-06-07
168,Cayman Islands,164,1,93,2020-06-07
169,Guyana,154,12,80,2020-06-07
170,<i>Costa Atlantica</i>,148,0,0,2020-06-07
171,Bermuda,141,9,114,2020-06-07
172,Brunei,141,2,138,2020-06-07
173,Comoros,141,2,67,2020-06-07
174,<i>Greg Mortimer</i>,128,1,,2020-06-07
175,Cambodia,126,0,123,2020-06-07
176,Syria,125,6,58,2020-06-07
177,Trinidad & Tobago,117,8,108,2020-06-07
178,Northern Cyprus,108,4,104,2020-06-07
179,Bahamas,103,11,62,2020-06-07
180,Aruba,101,3,98,2020-06-07
181,Suriname,100,1,9,2020-06-07
182,Monaco,99,4,93,2020-06-07
183,Barbados,92,7,81,2020-06-07
184,Angola,88,4,24,2020-06-07
185,Burundi,83,1,45,2020-06-07
186,Liechtenstein,82,1,55,2020-06-07
187,Sint Maarten,77,15,61,2020-06-07
188,U.S. Virgin Islands,71,6,62,2020-06-07
189,French Polynesia,60,0,60,2020-06-07
190,Artsakh,57,0,31,2020-06-07
191,South Ossetia,57,0,31,2020-06-07
192,Bhutan,48,0,11,2020-06-07
193,Macau,45,0,45,2020-06-07
194,Botswana,40,1,23,2020-06-07
195,Eritrea,39,0,39,2020-06-07
196,Abkhazia,35,1,27,2020-06-07
197,Namibia,29,0,16,2020-06-07
198,Antigua & Barbuda,26,3,20,2020-06-07
199,Northern Mariana Islands ,26,2,16,2020-06-07
200,The Gambia,26,1,21,2020-06-07
201,Saint Vincent,26,0,15,2020-06-07
202,East Timor,24,0,24,2020-06-07
203,Grenada,23,0,22,2020-06-07
204,Curaçao,21,1,16,2020-06-07
205,New Caledonia,20,0,18,2020-06-07
206,Belize,19,2,16,2020-06-07
207,Laos,19,0,18,2020-06-07
208,Saint Lucia,19,0,18,2020-06-07
209,Fiji,18,0,18,2020-06-07
210,Dominica,18,0,16,2020-06-07
211,Saint Kitts & Nevis,15,0,15,2020-06-07
212,Falkland Islands,13,0,13,2020-06-07
213,Greenland,13,0,13,2020-06-07
214,MS ,13,4,,2020-06-07
215,<i>Coral Princess</i>,12,2,,2020-06-07
216,Turks & Caicos Islands,12,1,10,2020-06-07
217,Vatican City,12,0,12,2020-06-07
218,Montserrat,11,1,10,2020-06-07
219,Seychelles,11,0,11,2020-06-07
220,British Virgin Islands,8,1,7,2020-06-07
221,HNLMS ,8,0,,2020-06-07
222,Papua New Guinea,8,0,8,2020-06-07
223,Lesotho,4,0,2,2020-06-07
224,Anguilla,3,0,3,2020-06-07
225,Saba,3,0,3,2020-06-07
226,Bonaire,2,0,2,2020-06-07
227,Sint Eustatius,2,0,2,2020-06-07
